1.10755763,1.20808815067,1.233273414,1.241753556,1.27076406633,1.25616231733,1.26765388,1.32563267533,1.29997072533,1.27007862633,1.34570051633,1.30593530033,1.325260099,1.36877659867,1.33530345633,1.325559473,1.32784159967,1.32897529633,1.10580256933,1.20329209733,1.22745085633,1.22694737767,1.23674000433,1.23184958133,1.261118722,1.23633114267,1.241171483,1.261073459,1.24547219067,1.25621082633,1.268911168,1.29112475133,1.26281838267,1.332210752,1.301172749,1.27706683767,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691
,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
,1.10755763,1.20808815067,1.233273414,1.241753556,1.27076406633,1.25616231733,1.26765388,1.32563267533,1.29997072533,1.27007862633,1.34570051633,1.30593530033,1.325260099,1.36877659867,1.33530345633,1.325559473,1.32784159967,1.32897529633

,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
,1.10580256933,1.20329209733,1.22745085633,1.22694737767,1.23674000433,1.23184958133,1.261118722,1.23633114267,1.241171483,1.261073459,1.24547219067,1.25621082633,1.268911168,1.29112475133,1.26281838267,1.332210752,1.301172749,1.27706683767

,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691,1.362133691











