0.0793291031667,0.0948255216667,0.0762684165,0.0529048636667,0.0786955671667,0.0684127925,0.0618206111667,0.104733072167,0.0553047248333,0.0485650941667,0.0650877898333,0.0670935538333,0.0948255216667,0.0762684165,0.0529048636667,0.0786955671667,0.0684127925,0.0517944813333,0.104733072167,0.0553047248333,0.0485650941667,0.0650877898333,0.0670935538333,0.0488880695,0.0762684165,0.0529048636667,0.0786955671667,0.0684127925,0.0517944813333,0.0557806006667,0.0553047248333,0.0485650941667,0.0650877898333,0.0670935538333,0.0488880695,0.0565253445
,1.0,1.025,1.05,1.075,1.1,1.125
0.0,0.0793291031667,0.0618206111667,0.0948255216667,0.104733072167,0.0762684165,0.0553047248333
0.05,0.0948255216667,0.104733072167,0.0762684165,0.0553047248333,0.0529048636667,0.0485650941667
0.1,0.0762684165,0.0553047248333,0.0529048636667,0.0485650941667,0.0786955671667,0.0650877898333
0.15,0.0529048636667,0.0485650941667,0.0786955671667,0.0650877898333,0.0684127925,0.0670935538333
0.2,0.0786955671667,0.0650877898333,0.0684127925,0.0670935538333,0.0517944813333,0.0488880695
0.25,0.0684127925,0.0670935538333,0.0517944813333,0.0488880695,0.0557806006667,0.0565253445












0.158673572833,0.091154837,0.075586497,0.0835852121667,0.0740408721667,0.0803569815,0.0780915875,0.080391955,0.09445028,0.0759825348333,0.0881822605,0.0731345426667,0.091154837,0.075586497,0.0835852121667,0.0740408721667,0.0803569815,0.0770392706667,0.080391955,0.09445028,0.0759825348333,0.0881822605,0.0731345426667,0.0781009155,0.075586497,0.0835852121667,0.0740408721667,0.0803569815,0.0770392706667,0.0721436843333,0.09445028,0.0759825348333,0.0881822605,0.0731345426667,0.0781009155,0.0741235656667
,1.0,1.025,1.05,1.075,1.1,1.125
0.0,0.158673572833,0.0780915875,0.091154837,0.080391955,0.075586497,0.09445028
0.05,0.091154837,0.080391955,0.075586497,0.09445028,0.0835852121667,0.0759825348333
0.1,0.075586497,0.09445028,0.0835852121667,0.0759825348333,0.0740408721667,0.0881822605
0.15,0.0835852121667,0.0759825348333,0.0740408721667,0.0881822605,0.0803569815,0.0731345426667
0.2,0.0740408721667,0.0881822605,0.0803569815,0.0731345426667,0.0770392706667,0.0781009155
0.25,0.0803569815,0.0731345426667,0.0770392706667,0.0781009155,0.0721436843333,0.0741235656667












0.149978003,0.139772954667,0.124596404333,0.126586636333,0.116362957,0.13165147,0.150290568,0.121190511167,0.1360959205,0.153871598667,0.132368007833,0.138408885167,0.139772954667,0.124596404333,0.126586636333,0.116362957,0.13165147,0.1206750195,0.121190511167,0.1360959205,0.153871598667,0.132368007833,0.138408885167,0.117889718667,0.124596404333,0.126586636333,0.116362957,0.13165147,0.1206750195,0.117649078833,0.1360959205,0.153871598667,0.132368007833,0.138408885167,0.117889718667,0.127742435167
,1.0,1.025,1.05,1.075,1.1,1.125
0.0,0.149978003,0.150290568,0.139772954667,0.121190511167,0.124596404333,0.1360959205
0.05,0.139772954667,0.121190511167,0.124596404333,0.1360959205,0.126586636333,0.153871598667
0.1,0.124596404333,0.1360959205,0.126586636333,0.153871598667,0.116362957,0.132368007833
0.15,0.126586636333,0.153871598667,0.116362957,0.132368007833,0.13165147,0.138408885167
0.2,0.116362957,0.132368007833,0.13165147,0.138408885167,0.1206750195,0.117889718667
0.25,0.13165147,0.138408885167,0.1206750195,0.117889718667,0.117649078833,0.127742435167












