4778.22222233,4870.111111,6048.22222233,6834.44444467,7827.0,9144.222221,5007.55555533,5126.00000033,6492.44444433,7032.888889,8508.55555667,9346.666668,4870.111111,6048.22222233,6834.44444467,7827.0,9144.222221,8709.222221,5126.00000033,6492.44444433,7032.888889,8508.55555667,9346.666668,10535.88889,6048.22222233,6834.44444467,7827.0,9144.222221,8709.222221,10438.000001,6492.44444433,7032.888889,8508.55555667,9346.666668,10535.88889,10600.111111
,1.0,1.025,1.05,1.075,1.1,1.125
0.0,4778.22222233,5007.55555533,4870.111111,5126.00000033,6048.22222233,6492.44444433
0.05,4870.111111,5126.00000033,6048.22222233,6492.44444433,6834.44444467,7032.888889
0.1,6048.22222233,6492.44444433,6834.44444467,7032.888889,7827.0,8508.55555667
0.15,6834.44444467,7032.888889,7827.0,8508.55555667,9144.222221,9346.666668
0.2,7827.0,8508.55555667,9144.222221,9346.666668,8709.222221,10535.88889
0.25,9144.222221,9346.666668,8709.222221,10535.88889,10438.000001,10600.111111
,624.851765049,667.685961599,412.566882054,601.654570516,1093.68779244,891.270517877
,412.566882054,601.654570516,1093.68779244,891.270517877,1162.73933699,1195.85135749
,1093.68779244,891.270517877,1162.73933699,1195.85135749,1285.3076009,1424.38229316
,1162.73933699,1195.85135749,1285.3076009,1424.38229316,1425.53250091,1328.43466911
,1285.3076009,1424.38229316,1425.53250091,1328.43466911,1653.81539295,1768.93691368
,1425.53250091,1328.43466911,1653.81539295,1768.93691368,1564.75886357,1999.101547













