0.253562437,0.411497768667,0.260219639,0.143479529333,0.109186643333,0.0965635876667,0.107740093,0.117895294,0.0858263776667,0.0660859846667,0.0773057126667,0.065259126,0.062621477,0.085228818,0.068699777,0.070897345,0.084536096,0.0568077726667,0.293994837667,0.341764475,0.150818933333,0.132721042,0.125429940667,0.121604564667,0.0954565523333,0.123812956333,0.0908936866667,0.062758946,0.0787119313333,0.0432779666667,0.049698689,0.045271344,0.047478333,0.0560513413333,0.0467825813333,0.0491412043333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333
,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
,0.253562437,0.411497768667,0.260219639,0.143479529333,0.109186643333,0.0965635876667,0.107740093,0.117895294,0.0858263776667,0.0660859846667,0.0773057126667,0.065259126,0.062621477,0.085228818,0.068699777,0.070897345,0.084536096,0.0568077726667

,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
,0.293994837667,0.341764475,0.150818933333,0.132721042,0.125429940667,0.121604564667,0.0954565523333,0.123812956333,0.0908936866667,0.062758946,0.0787119313333,0.0432779666667,0.049698689,0.045271344,0.047478333,0.0560513413333,0.0467825813333,0.0491412043333

,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333,0.0883966433333











